0.000382181,0.000793,72,0.000299135,2.0167,583.335,-21.5332
0.000366648,0.000793,61,0,0.822289,582.566,-21.5332
0.000370045,0.000702,57,5.12484e-06,0.787704,598.437,-21.5332
0.000373038,0.000793,60,4.55548e-06,0.786812,574.503,-21.5332
0.000360057,0.000885,76,0,0.806867,606.684,-21.5332
0.000367347,0.000885,78,1.08594e-05,0.864606,572.991,-21.5332
0.000364592,0.000763,53,0,0.859921,574.37,-21.5332
0.000370985,0.000793,59,9.63022e-06,0.81256,583.207,-21.5332
0.000362288,0.000793,70,0,0.813519,582.885,-21.5332
0.000347241,0.000763,56,0,0.790676,540.696,-21.5332
0.000371988,0.000793,60,3.64514e-05,0.774499,554.208,-21.5332
0.000368186,0.000793,61,0,0.725668,550.298,-21.5332
0.000371309,0.000763,51,4.73022e-06,0.711775,568.683,-21.5332
0.00036715,0.000763,58,0,0.740843,589.895,-21.5332
0.000344344,0.000763,60,0,0.759695,591.046,-21.5332
0.000364366,0.000763,52,2.90596e-05,0.821412,582.534,-21.5332
0.000359277,0.000732,51,0,0.794004,596.643,-21.5332
0.000367425,0.000763,51,1.21273e-05,0.758547,584.255,-21.5332
0.000366702,0.000763,74,0,0.791885,620.622,-21.5332
0.000345406,0.000793,88,0,0.818249,577.966,-21.5332
0.000371099,0.000793,65,3.77014e-05,0.815824,600.275,-21.5332
0.00036987,0.000763,61,0,0.739916,567.876,-21.5332
0.000366633,0.000793,62,0,0.772599,573.384,-21.5332
0.000366496,0.000793,66,0,0.833027,597.608,-21.5332
0.000351978,0.000732,60,0,0.783411,576.611,-21.5332
0.000380738,0.000793,45,4.31571e-05,0.783423,561.786,-21.5332
0.000369973,0.000793,59,0,0.745865,575.474,-21.5332
0.000352615,0.000763,60,0,0.731926,573.634,-21.5332
0.000369723,0.000763,58,2.5308e-05,0.781758,582.533,-21.5332
0.000360144,0.000793,67,0,0.791814,599.871,-21.5332
0.000374398,0.000793,49,2.14426e-05,0.797074,586.708,-21.5332
0.000362922,0.000793,61,0,0.739204,570.955,-21.5332
0.00034366,0.000763,80,0,0.739939,608.26,-21.5332
0.000363602,0.000763,62,2.88844e-05,0.751239,590.465,-21.5332
0.000366488,0.000763,51,4.31531e-06,0.813238,601.847,-21.5332
0.000377499,0.000793,51,1.6778e-05,0.765707,606.029,-21.5332
0.000359982,0.000793,62,0,0.79051,580.172,-21.5332
0.000347527,0.000793,56,0,0.76265,567.165,-21.5332
0.000372201,0.000793,60,3.63696e-05,0.794358,594.879,-21.5332
0.000370016,0.000763,59,0,0.75108,574.726,-21.5332
0.000378282,0.000763,37,1.26686e-05,0.769479,573.76,-21.5332
0.000363702,0.000763,50,0,0.809031,595.481,-21.5332
0.000340418,0.000793,64,0,0.816071,571.253,-21.5332
0.000367,0.000793,62,3.85124e-05,0.774216,581.105,-21.5332
0.000363086,0.000763,63,0,0.761365,571.955,-21.5332
0.00036065,0.000793,67,0,0.749163,582.639,-21.5332
0.000357278,0.000793,76,0,0.792096,588.974,-21.5332
0.000338217,0.000763,70,0,0.79297,577.252,-21.5332
0.000362026,0.000702,69,3.41447e-05,0.782353,590.406,-21.5332
0.000360998,0.000732,59,0,0.762259,613.078,-21.5332
0.000355104,0.000732,46,0,0.753103,592.334,-21.5332
0.000348794,0.000732,56,0,0.759462,597.363,-21.5332
0.000336588,0.000763,70,0,0.789533,564.329,-21.5332
0.00036374,0.000763,77,3.89432e-05,0.780402,564.032,-21.5332
0.000352904,0.000763,81,0,0.813663,596.758,-21.5332
0.000345332,0.000763,70,0,0.795566,603.592,-21.5332
0.000344446,0.000763,58,0,0.795895,595.107,-21.5332
0.000329521,0.000763,50,0,0.781128,556.705,-21.5332
0.000365534,0.000763,37,5.12632e-05,0.778755,580.262,-21.5332
0.000359421,0.000732,59,0,0.772883,575.476,-21.5332
0.000340922,0.000702,72,0,0.732108,594.473,-21.5332
0.000354087,0.000732,66,1.8739e-05,0.762358,585.698,-21.5332
0.000341956,0.000732,60,0,0.767557,551.966,-21.5332
0.000357663,0.000732,43,2.25056e-05,0.751221,586.681,-21.5332
0.000353549,0.000763,68,0,0.751523,580.262,-21.5332
0.000329469,0.000763,76,0,0.78765,562.915,-21.5332
0.000338233,0.000702,54,1.19845e-05,0.79645,553.753,-21.5332
0.000334431,0.000702,51,0,0.747185,557.778,-21.5332
0.000343345,0.000824,61,1.23731e-05,0.717949,580.609,-21.5332
0.000335727,0.000824,74,0,0.73989,587.165,-21.5332
0.000318128,0.000702,70,0,0.730439,587.819,-21.5332
0.000334087,0.000702,72,2.1318e-05,0.771493,592.238,-21.5332
0.000323638,0.000671,69,0,0.790917,595.03,-21.5332
0.000327361,0.000671,59,4.96265e-06,0.736966,578.468,-21.5332
0.000324442,0.000702,60,0,0.771503,581.6,-21.5332
0.000297473,0.000702,74,0,0.792638,585.146,-21.5332
0.000314693,0.000671,88,2.15892e-05,0.810883,587.523,-21.5332
0.000319146,0.000671,69,5.78011e-06,0.778257,577.627,-21.5332
0.000314288,0.000702,59,0,0.728136,571.837,-21.5332
0.000297379,0.000702,70,0,0.765598,599.174,-21.5332
0.000274923,0.000641,78,0,0.769518,566.821,-21.5332
0.000296813,0.000702,78,2.5631e-05,0.785557,597.567,-21.5332
0.000289405,0.000702,55,0,0.75473,575.426,-21.5332
